,id,tweet_text,tweet_date,original_sentiment,query_used,negative,neutro,positive,compound,sentiment
3552,1022142346186682368,"Dívida pública federal sobe 1% em junho e atinge R$ 3,75 trilhões https://t.co/ofaF4qwVxF",Wed Jul 25 15:31:40 +0000 2018,neutral,veja,0.182,0.73,0.088,-0.3182,negative
3553,1022144244314763265,"Universidade da Bahia cria cota para transgêneros, travestis e ciganos https://t.co/n4tulvBscv",Wed Jul 25 15:39:13 +0000 2018,neutral,veja,0.137,0.684,0.179,0.128,positive
3556,1022150083645714432,Número de mortos em incêndios florestais na Grécia sobe para 79 https://t.co/ifSQOPKexO,Wed Jul 25 16:02:25 +0000 2018,neutral,veja,0.124,0.775,0.101,-0.0772,negative
3558,1022157005648216064,Gol de Pavard contra a Argentina é eleito mais belo da Copa https://t.co/pxhI0mZCiv,Wed Jul 25 16:29:55 +0000 2018,neutral,veja,0.0,0.794,0.206,0.3818,positive
3559,1022158377969958918,"‘Jesus’, a novela, estreia perdendo para novela infantil do SBT https://t.co/7lvmdwCNha",Wed Jul 25 16:35:22 +0000 2018,neutral,veja,0.478,0.522,0.0,-0.6597,negative
3560,1022161279572750338,Tite aceita proposta da CBF e renova até 2022 https://t.co/G4gU9qCn8O,Wed Jul 25 16:46:54 +0000 2018,neutral,veja,0.0,0.762,0.238,0.3612,positive
3562,1022166840947212288,Atentado mata 31 pessoas no primeiro dia de eleição no Paquistão https://t.co/WP0YdIPw7B,Wed Jul 25 17:09:00 +0000 2018,neutral,veja,0.241,0.759,0.0,-0.5423,negative
3563,1022169156383326209,Casa Branca para de anunciar ligações de Trump a líderes internacionais https://t.co/AawwjMPPAX,Wed Jul 25 17:18:12 +0000 2018,neutral,veja,0.138,0.862,0.0,-0.1531,negative
3565,1022180334996209665,Atentado suicida em mercado de rua na Síria mata 40 pessoas https://t.co/5WsfsbawQD,Wed Jul 25 18:02:37 +0000 2018,neutral,veja,0.444,0.556,0.0,-0.8402,negative
3566,1022181801622745089,Saiba qual é o melhor horário do dia para se exercitar https://t.co/br9XKZc2wB,Wed Jul 25 18:08:27 +0000 2018,neutral,veja,0.128,0.64,0.232,0.3182,positive
3572,1022198777799684096,Renato Augusto é decisivo e ajuda Beijing a se classificar na China https://t.co/AI2hfqwt8U,Wed Jul 25 19:15:54 +0000 2018,neutral,veja,0.0,0.64,0.36,0.5423,positive
3575,1022203140978958337,Felipe Neto afirma que vai processar responsáveis por vazamento de nude https://t.co/YGU14OX5dM,Wed Jul 25 19:33:15 +0000 2018,neutral,veja,0.197,0.803,0.0,-0.4019,negative
3576,1022207166307074056,TV americana divulga gravação de Trump sobre pagamento a ex-modelo https://t.co/FXTQxSRknZ,Wed Jul 25 19:49:14 +0000 2018,neutral,veja,0.135,0.865,0.0,-0.1027,negative
3578,1022207499670315013,MPF dá 48 horas para Facebook explicar retirada de 196 páginas https://t.co/hERThZYCyG,Wed Jul 25 19:50:34 +0000 2018,neutral,veja,0.126,0.787,0.087,-0.128,negative
3579,1022213994520760322,Anatel libera frequência de 700 MHz para 4G em São Paulo e ABC https://t.co/Z0tegwqUfo,Wed Jul 25 20:16:22 +0000 2018,neutral,veja,0.108,0.743,0.149,0.1531,positive
3581,1022224978895196161,Evento começa nesta quarta-feira ;) #TVEJA https://t.co/VvCFc5qaQt,Wed Jul 25 21:00:01 +0000 2018,neutral,veja,0.0,0.759,0.241,0.2263,positive
3582,1022227568517423105,Trump adia novo encontro com Putin para 2019 https://t.co/FXn0cqApZj,Wed Jul 25 21:10:19 +0000 2018,neutral,veja,0.167,0.833,0.0,-0.1531,negative
3585,1022240312192892928,Gregos usam TV e rádio para localizar desaparecidos após incêndios https://t.co/aqgt1SG0lV,Wed Jul 25 22:00:57 +0000 2018,neutral,veja,0.151,0.849,0.0,-0.1531,negative
3588,1022242604371652608,"Dólar volta a 3,70 reais e atinge menor nível em dois meses https://t.co/re3foBhB1k",Wed Jul 25 22:10:03 +0000 2018,neutral,veja,0.203,0.703,0.094,-0.34,negative
3589,1022243785386934272,TRF4 nega recursos de Lula para afastar Moro de processos da Lava Jato https://t.co/P2IGpwFlZf,Wed Jul 25 22:14:45 +0000 2018,neutral,veja,0.268,0.732,0.0,-0.5267,negative
3591,1022262604612468736,Maioria dos americanos prefere democratas para eleição de novembro https://t.co/ysnjBUayrW,Wed Jul 25 23:29:32 +0000 2018,neutral,veja,0.151,0.849,0.0,-0.1531,negative
3592,1022264993197289472,Freiras declaram ter sofrido abusos sexuais de padres no Chile https://t.co/w2dtFXH2I7,Wed Jul 25 23:39:01 +0000 2018,neutral,veja,0.423,0.577,0.0,-0.765,negative
3593,1022265739271712768,VEJA é eleita a melhor revista de assuntos gerais em 2017 https://t.co/zslgfP2vdg,Wed Jul 25 23:41:59 +0000 2018,neutral,veja,0.0,0.756,0.244,0.4404,positive
3595,1022272648095531009,Toffoli não vê urgência em pedido de liberdade a favor de Lula https://t.co/BiVI7pji2d,Thu Jul 26 00:09:26 +0000 2018,neutral,veja,0.126,0.514,0.36,0.6249,positive
3596,1022272722733293575,EUA e UE anunciam acordo para superar guerra comercial https://t.co/5psLnd5x23,Thu Jul 26 00:09:44 +0000 2018,neutral,veja,0.352,0.423,0.225,-0.2023,negative
3598,1022276794785902599,Grupo Pão de Açúcar registra lucro líquido de R$ 526 milhões https://t.co/568kEilvPZ,Thu Jul 26 00:25:55 +0000 2018,neutral,veja,0.0,0.887,0.113,0.1027,positive
3599,1022278139676962816,Turquia aprova lei que substitui restrições do estado de emergência https://t.co/rXZfbmvaV0,Thu Jul 26 00:31:16 +0000 2018,neutral,veja,0.166,0.51,0.325,0.3612,positive
3601,1022281078931972096,MPF denuncia 7 pessoas por desvio de cigarros apreendidos pela Receita https://t.co/8J9SDj2KlP,Thu Jul 26 00:42:56 +0000 2018,neutral,veja,0.225,0.775,0.0,-0.4404,negative
3602,1022289790505549824,Grupo Pão de Açúcar planeja acelerar abertura de lojas Assaí https://t.co/39K6eStAip,Thu Jul 26 01:17:33 +0000 2018,neutral,veja,0.0,0.806,0.194,0.34,positive
3604,1022313327983316992,Flamengo empata com Santos na Vila Belmiro e vê liderança ameaçada. https://t.co/FVT88s59Jn,Thu Jul 26 02:51:05 +0000 2018,neutral,jornaloglobo,0.213,0.787,0.0,-0.4019,negative
3606,1022323119862628353,"Aos 53 anos, supermodelo posta clique sem camisa e ganha elogio de Cauã. https://t.co/iimY4JWGKg https://t.co/fpykDIBlys",Thu Jul 26 03:30:00 +0000 2018,neutral,jornaloglobo,0.0,0.628,0.372,0.7964,positive
3608,1022328377812901888,Palmeiras demite o técnico Roger Machado após derrota no Rio https://t.co/oFRWV81eZa,Thu Jul 26 03:50:53 +0000 2018,neutral,veja,0.35,0.65,0.0,-0.5106,negative
3609,1022330671677624320,Estrela de Trump na Calçada da Fama em Hollywood é destruída. https://t.co/yD95TmoxfN https://t.co/huwzfj0tlJ,Thu Jul 26 04:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.791,0.209,0.4404,positive
3611,1022360870263775239,Apostador acerta sozinho a Mega-Sena: prêmio é de mais de R$ 70 milhões. https://t.co/7CrJWjAfiO https://t.co/Eresb0yMtG,Thu Jul 26 06:00:00 +0000 2018,neutral,jornaloglobo,0.123,0.675,0.202,0.3182,positive
3613,1022391068472430593,Meninos resgatados na Tailândia são ordenados aprendizes de monges. https://t.co/EhY1ncbGkZ https://t.co/0v1H8aKtVV,Thu Jul 26 08:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.813,0.187,0.3182,positive
3616,1022421268652544005,"Lady Gaga, Ellen Degeneres, Ariana Grande... Após overdose, Demi Lovato recebe mensagens de apoio de artistas. https://t.co/kmYMK160gI https://t.co/9kchiSuN8w",Thu Jul 26 10:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.744,0.256,0.6705,positive
3617,1022428457945448448,"Bom dia! Os presidentes dos EUA e da Comissão Europeia anunciaram trégua na guerra comercial deflagrada pelo americano ao impor sobretaxas a aço e alumínio importados. No #JornalOGlobo desta quinta, veja como o panorama internacional pode afetar o Brasil. https://t.co/6oFylI9lGX",Thu Jul 26 10:28:34 +0000 2018,neutral,jornaloglobo,0.145,0.786,0.069,-0.4753,negative
3622,1022440497497952256,Polícia Federal deflagra nova etapa da Operação Zelotes. https://t.co/TiAjge4v5Y,Thu Jul 26 11:16:25 +0000 2018,neutral,jornaloglobo,0.184,0.816,0.0,-0.2023,negative
3623,1022441898013876225,Rocinha tem segundo dia seguido com operação das forças de segurança. https://t.co/PTPKM9IA1y https://t.co/QU8Gstj07D,Thu Jul 26 11:21:59 +0000 2018,neutral,jornaloglobo,0.0,0.659,0.341,0.6908,positive
3624,1022442154415742976,"De saída do Barcelona, zagueiro Mina pode ir para o Manchester United. https://t.co/ghMl7YDEEo https://t.co/bgPUulxEEY",Thu Jul 26 11:23:00 +0000 2018,neutral,jornaloglobo,0.267,0.733,0.0,-0.4588,negative
3626,1022447043623698434,Partido de Bolsonaro cancela encontro com militantes de direita https://t.co/LdC49JzOOn,Thu Jul 26 11:42:26 +0000 2018,neutral,veja,0.385,0.615,0.0,-0.6124,negative
3627,1022448835589812224,Número de mortos em ataques terroristas no sul da Síria chega a 246 https://t.co/wAUweo8Ia2,Thu Jul 26 11:49:33 +0000 2018,neutral,veja,0.383,0.546,0.071,-0.7717,negative
3629,1022456499493208065,Ex-segurança de Macron que agrediu manifestantes admite 'erro'. https://t.co/ZMrlDVmOwn https://t.co/EmSDCb43Cy,Thu Jul 26 12:20:00 +0000 2018,neutral,jornaloglobo,0.157,0.661,0.182,0.0772,positive
3631,1022460842489643008,Explosão em frente à embaixada dos EUA em Pequim deixa suspeito ferido https://t.co/lFILgvXtuQ,Thu Jul 26 12:37:15 +0000 2018,neutral,veja,0.371,0.629,0.0,-0.7096,negative
3632,1022461281486417921,Elogios a ‘Missão: impossível — Efeito Fallout’ provam boa forma da franquia. https://t.co/tYADOobgyc https://t.co/fF5pRJKc9q,Thu Jul 26 12:39:00 +0000 2018,neutral,jornaloglobo,0.0,0.617,0.383,0.7351,positive
3634,1022463541914357760,Nova fase da Operação Zelotes mira desvios de R$ 900 mi no Carf https://t.co/dkkHwHb78Q,Thu Jul 26 12:47:59 +0000 2018,neutral,veja,0.122,0.878,0.0,-0.2023,negative
3635,1022464614645280769,Ryan Reynolds produzirá filme inspirado em ‘Esqueceram de Mim’ https://t.co/gomalV7nRZ,Thu Jul 26 12:52:15 +0000 2018,neutral,veja,0.0,0.796,0.204,0.3182,positive
3637,1022465670871752706,"Brasil toma providências sobre morte de brasileira na Nicarágua, diz Temer https://t.co/8rd5s8Z3D8",Thu Jul 26 12:56:27 +0000 2018,neutral,veja,0.262,0.738,0.0,-0.5994,negative
3640,1022474305089744896,O tesouro histórico de Joaquim Nabuco: família doa acervo a fundação https://t.co/hNfdClbvTU,Thu Jul 26 13:30:45 +0000 2018,neutral,veja,0.229,0.556,0.215,-0.0516,negative
3641,1022475202863738882,"Acordo entre Mercosul e UE nunca esteve tão perto, diz Temer https://t.co/aHcQfoDx9u",Thu Jul 26 13:34:19 +0000 2018,neutral,veja,0.0,0.758,0.242,0.4939,positive
3644,1022478321567887361,Japão executa seis membros de seita condenados por ataque com gás sarin https://t.co/foxrY7qcFg,Thu Jul 26 13:46:43 +0000 2018,neutral,veja,0.205,0.795,0.0,-0.4767,negative
3645,1022481669218070528,Felipe Neto diz que vai processar quem compartilhou vídeo íntimo vazado na web. https://t.co/tSnPgIH07Z https://t.co/Hg7Hiym4nO,Thu Jul 26 14:00:01 +0000 2018,neutral,jornaloglobo,0.162,0.838,0.0,-0.4019,negative
3647,1022483528682942465,Fazenda espanhola aceita acordo com Cristiano: R$ 80 mi e 2 anos de prisão https://t.co/YR2ZAlMB2z,Thu Jul 26 14:07:24 +0000 2018,neutral,veja,0.174,0.526,0.3,0.34,positive
3649,1022486698163240960,Temer diz que competitividade depende de maior abertura do país a investimentos e comércio. https://t.co/ih3rN8d1aG https://t.co/YgfF9MHPTd,Thu Jul 26 14:20:00 +0000 2018,neutral,jornaloglobo,0.0,0.645,0.355,0.765,positive
3651,1022493999733583872,"Em carta, Maia desiste da Presidência e confirma apoio a Alckmin https://t.co/FkxiIXlI0z",Thu Jul 26 14:49:01 +0000 2018,neutral,veja,0.0,0.783,0.217,0.3612,positive
3652,1022495456419565568,Rompimento de barragem provoca destruição no Laos https://t.co/zNg4F8DfT9,Thu Jul 26 14:54:48 +0000 2018,neutral,veja,0.474,0.526,0.0,-0.6597,negative
3653,1022496765793120258,"Lucro do Bradesco sobe 9,7% no 2º trimestre, para R$ 5,161 bilhões. https://t.co/twtkUaNW7z https://t.co/eNQpzYbnQY",Thu Jul 26 15:00:00 +0000 2018,neutral,jornaloglobo,0.107,0.8,0.093,-0.0516,negative
3655,1022501797636661249,"Análise: Desconectado, Guerrero não ajuda e agora atrapalha o Flamengo. https://t.co/8DGxZD1pSC https://t.co/Dm7RfaGTnU",Thu Jul 26 15:20:00 +0000 2018,neutral,jornaloglobo,0.172,0.625,0.203,0.1027,positive
3656,1022502176730636289,Eletrobras vende distribuidora do Piauí para a Equatorial https://t.co/0MRuMFcWGy,Thu Jul 26 15:21:30 +0000 2018,neutral,veja,0.186,0.814,0.0,-0.1531,negative
3657,1022502488228999172,"Namorado de Lulu Santos, Clebson Teixeira, entra para agência de modelos https://t.co/R7UIlx0ZEz",Thu Jul 26 15:22:45 +0000 2018,neutral,veja,0.127,0.873,0.0,-0.1531,negative
3658,1022504062640709638,Pesquisa: continuidade de Tite era desejo de 76% dos brasileiros https://t.co/AVoYhp29z7,Thu Jul 26 15:29:00 +0000 2018,neutral,veja,0.0,0.787,0.213,0.4019,positive
3662,1022511866529148928,Paul McCartney faz show surpresa no Cavern Club. https://t.co/FhKhTzPU44 https://t.co/XYABNT026s,Thu Jul 26 16:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.811,0.189,0.2732,positive
3663,1022514151170682887,"Contas externas registram déficit de US$ 3,5 bilhões no semestre https://t.co/H445oi8U82",Thu Jul 26 16:09:05 +0000 2018,neutral,veja,0.213,0.787,0.0,-0.4019,negative
3666,1022521693485580290,"Sem Josué, Alckmin diz não ter pressa ou preferência por vice https://t.co/MuWc2vyczD",Thu Jul 26 16:39:03 +0000 2018,neutral,veja,0.167,0.833,0.0,-0.296,negative
3667,1022521930157453313,Rodrigo Maia oficializa desistência na disputa presidencial. https://t.co/rgtviTKHn9 https://t.co/6FSHvqAHOk,Thu Jul 26 16:40:00 +0000 2018,neutral,jornaloglobo,0.252,0.748,0.0,-0.4019,negative
3669,1022534238585974784,Pai de Rodrygo encerra carreira de jogador para cuidar do filho https://t.co/zTREJeDvxf,Thu Jul 26 17:28:54 +0000 2018,neutral,veja,0.127,0.873,0.0,-0.1531,negative
3670,1022537029555372032,Vitinho admite que está 'quase certo' com o Flamengo; veja o vídeo. https://t.co/o7q2nur2lH https://t.co/bVXDbdwnwI,Thu Jul 26 17:40:00 +0000 2018,neutral,jornaloglobo,0.0,0.714,0.286,0.4601,positive
3671,1022542069422804992,Entidades impõem que Senacon apoie Lei de Proteção de Dados Pessoais. https://t.co/XXeINeIn2F https://t.co/4w5z7zhyde,Thu Jul 26 18:00:01 +0000 2018,neutral,jornaloglobo,0.0,0.833,0.167,0.34,positive
3674,1022546115508555776,Morre no Reino Unido mulher piloto da II Guerra Mundial https://t.co/r8ivIgqUHG,Thu Jul 26 18:16:06 +0000 2018,neutral,veja,0.254,0.746,0.0,-0.5267,negative
3675,1022547096413655041,Ex-médico da ginástica dos EUA condenado por abuso sexual pede revisão de pena. https://t.co/Njkq6mDRvz https://t.co/BjmtU4FquQ,Thu Jul 26 18:20:00 +0000 2018,neutral,jornaloglobo,0.287,0.493,0.22,-0.3612,negative
3676,1022549581282856960,Sarampo: sobe para 822 o número de casos no Brasil https://t.co/7DB6TgOE7Z,Thu Jul 26 18:29:52 +0000 2018,neutral,veja,0.147,0.734,0.119,-0.0772,negative
3678,1022552129637101570,Bispo que fez sermão de amor em casamento real revela que tem câncer. https://t.co/BheVNRYeaD https://t.co/YBy06wsj9A,Thu Jul 26 18:40:00 +0000 2018,neutral,jornaloglobo,0.204,0.602,0.194,-0.0516,negative
3679,1022557162717868032,Centrão formaliza apoio ao tucano Geraldo Alckmin. https://t.co/I2bLJMpgw8 https://t.co/v9kpOigwVU,Thu Jul 26 19:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.762,0.238,0.3612,positive
3680,1022558862560428032,Avião que levava ministro da Agricultura do Paraguai sofre acidente https://t.co/yESCbeZjPV,Thu Jul 26 19:06:45 +0000 2018,neutral,veja,0.419,0.581,0.0,-0.7579,negative
3681,1022562195870310401,Gabinete de Intervenção Federal abre licitações para equipar polícias do Rio. https://t.co/En0fQrsrY0 https://t.co/kiiHXWzFKK,Thu Jul 26 19:20:00 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
3683,1022564415441461248,Lâmpada pega fogo e assusta fãs em show de Luan Santana no Paraná https://t.co/d7i9WVPifv,Thu Jul 26 19:28:49 +0000 2018,neutral,veja,0.304,0.696,0.0,-0.5859,negative
3684,1022566309236760576,Reino Unido libera uso medicinal da maconha https://t.co/oVHmLJyz4I,Thu Jul 26 19:36:21 +0000 2018,neutral,veja,0.0,0.761,0.239,0.296,positive
3688,1022572513954607104,Namorada do 'Doutor Bumbum' tem pedido de liberdade negado pela Justiça do Rio. https://t.co/cWramDhNlF https://t.co/0e2PskTKYv,Thu Jul 26 20:01:00 +0000 2018,neutral,jornaloglobo,0.134,0.553,0.313,0.5994,positive
3689,1022577295100469251,"Por falta de pagamento, hospitais da prefeitura têm telefone cortado. https://t.co/u6pIDL4QFj https://t.co/UBnuldc5nd",Thu Jul 26 20:20:00 +0000 2018,neutral,jornaloglobo,0.384,0.616,0.0,-0.5574,negative
3690,1022578188675899395,Alzheimer: nova medicação mostra-se promissora conta a doença https://t.co/rPiT5kAalH,Thu Jul 26 20:23:33 +0000 2018,neutral,veja,0.278,0.722,0.0,-0.4019,negative
3692,1022578909982978048,Voo com destino a Pequim retorna a Paris após falsa ameaça de bomba https://t.co/YMJKRdWwm6,Thu Jul 26 20:26:25 +0000 2018,neutral,veja,0.367,0.633,0.0,-0.7003,negative
3696,1022583007813808133,Juiz dá sinal verde para ações contra Trump por corrupção https://t.co/xdDjRnwoOE,Thu Jul 26 20:42:42 +0000 2018,neutral,veja,0.138,0.862,0.0,-0.1531,negative
3698,1022587369843830785,Em busca do vice perfeito: confira as dificuldades de cada presidenciável para definir chapa. https://t.co/AJV25f6gT2 https://t.co/88L0tzJXot,Thu Jul 26 21:00:02 +0000 2018,neutral,jornaloglobo,0.164,0.71,0.126,0.0772,positive
3701,1022593570283249664,"Giannetti era intermediário em esquema no Carf, diz Zelotes https://t.co/Fx3rPUV0fU",Thu Jul 26 21:24:40 +0000 2018,neutral,veja,0.167,0.833,0.0,-0.2023,negative
3703,1022594912326311936,"Paul McCartney faz show surpresa no Cavern Club, em Liverpool. https://t.co/MMEeg8WXzB https://t.co/D3Oryxzo5w",Thu Jul 26 21:30:00 +0000 2018,neutral,jornaloglobo,0.0,0.84,0.16,0.2732,positive
3704,1022597427465867266,"Assumir namoro foi 'gesto de amor, não de ativismo', diz Lulu Santos. https://t.co/Rzhbqt0wqo https://t.co/LgB7LJX3lU",Thu Jul 26 21:40:00 +0000 2018,neutral,jornaloglobo,0.12,0.652,0.228,0.4588,positive
3708,1022607494584127488,Três notícias para ficar bem informado nesta quinta-feira #TVEJA https://t.co/hJfDBmuldX,Thu Jul 26 22:20:00 +0000 2018,neutral,veja,0.137,0.684,0.179,0.128,positive
3712,1022611837223952384,"Câmeras da prefeitura do Rio flagraram dois adolescentes roubando o cordão de um homem que caminhava pela orla de Copacabana, nesta terça-feira. Policiais civis conseguiram capturar um dos jovens. https://t.co/SIzQwe6MJp #JornalOGlobo https://t.co/IEd4TIWreB",Thu Jul 26 22:37:15 +0000 2018,neutral,jornaloglobo,0.183,0.817,0.0,-0.7579,negative
3713,1022612527711236099,'Divas da Dra. Geysa': Médica responsável por lipo em professora que morreu chega à delegacia escoltada por pacientes. https://t.co/sL4FMGSzHH https://t.co/HaInncZ2oC,Thu Jul 26 22:40:00 +0000 2018,neutral,jornaloglobo,0.157,0.742,0.1,-0.3182,negative
3714,1022614985481105409,Justiça decreta a prisão de mais dois suspeitos da morte de Marielle Franco. https://t.co/2KvzqXfFOa https://t.co/t3XCT73uWc,Thu Jul 26 22:49:46 +0000 2018,neutral,jornaloglobo,0.333,0.509,0.157,-0.5859,negative
3715,1022617563061207040,PT pede apuração da morte de brasileira na Nicarágua. https://t.co/FfdzQr9h5G https://t.co/925y87mVps,Thu Jul 26 23:00:01 +0000 2018,neutral,jornaloglobo,0.281,0.719,0.0,-0.5994,negative
3716,1022618818865246208,"'Paty Bumbum' nega acusações e diz: ‘No SUS, morre gente todo dia’. https://t.co/QxxZbEVaKk https://t.co/7iq7WRroAB",Thu Jul 26 23:05:00 +0000 2018,neutral,jornaloglobo,0.317,0.683,0.0,-0.6249,negative
3717,1022619912722964481,Governo da Grécia suspeita de origem criminosa de incêndio https://t.co/4H4rP9KW5I,Thu Jul 26 23:09:21 +0000 2018,neutral,veja,0.224,0.776,0.0,-0.3818,negative
3719,1022620699725316096,"EUA vão impor “grandes sanções” à Turquia por prisão de pastor, diz Trump https://t.co/MQImUhwtln",Thu Jul 26 23:12:28 +0000 2018,neutral,veja,0.426,0.462,0.113,-0.7269,negative
